sentiment,preprocessed_text
2,yay live demo rhodes loving euruko
0,hahahaha watching 106 miss ocean 10
2,love
2,lucky jade nacklacematching earring aint lucky lost earring chain broke pendant
2,wow mrb obsession
0,lol academyish haha miss ob
2,_marie stick kiddyoull alright there sketchy world waiting taken advantage
2,yippee happy birthday
0,ugh 1 34th hour 19
2,sound like perfect way spend sunday evening enjoy
2,hi im better drinking hot tea honey thanks care plis
0,movie worst fate straight dvd straight divx straight internet
2,ooo good luck dundee tonight co ton uni work
0,yeah wasting time fail
2,happy sunday beautiful day london meet chergo breakfast
0,environmental study driving mental
0,know lame
0,lappytop baterrry dyingtryingtofind movieto watch im staying goingto room
2,getting dm asking fell past day sick better appreciate concern game
2,happy mother day mother grandmother furbaby mommy heading breakfast mom shortly
0,sleep watching uktv food keep craving bay think body guna ache tomro
2,guessing ran 4 mile gym superman oxox
0,outside playing ball dog hot sweaty
2,finally holiday
0,bad
2,haha co tweet smile smile smile quoted boy reply
2,mother day isnt 31th swedenbut thnx pm
0,plane landed finally gon na boardan hour late stupid rain
0,officially high school sad miss movie later
2,seeing looked interesting deep
2,guy philippine coolest thing wanted concert
0,know suck im master procrastinator guy dont fun
0,favorite shirt ruineddeath bleach fb
0,ankle swolleneeks hurt
0,knee hurting bad im limpingso suffer work
0,aww im sorry im home hope ok love ya wifey 3
2,disneyland blast yesterday work
2,ohh twpp falling silent waiting track ur version time maybe btw sunny california sound good
2,course
0,loser baha dude im gon na come picture myspace quick
0,_caine saw sad
2,hi nice meet
0,burnt hand today
0,im situation im sad im sorry thats sucky
2,thanks link love yesterday way
0,im sleep deprived hot sleep
0,painting bedroom furniture table wait uggh moving heat
2,thank link explains lot im glad youre feeling good ive friend coming tomorrow fun
2,believe gorgeous weather today ive spend work
2,toronto waiting 48 day
2,want cookie
2,happy birthday
2,day long day ahh
2,happy mother day mama greatful appreciate mama
2,agree like blackberry
0,gray hat python book reminded security tool python version specific pain need use
2,friday trying
0,yes im stupid girl kind
0,suck im hungry sucked food
2,dedicated today mother day video mom dad wouldnt tweeting
0,feeling madly sorry ï½iï½m seck d feel better going fashion
0,gauge time day office anymore worse friggin casino waitress smoking booze
2,saw new star trek movie yesterday twas good having quiet day today gym lunch
0,oh poor thing sorry babe
0,crazy gone
2,night night happy mother day mother
2,great rain
0,bad life gotten u werecounting church5050 raffle answer real bad
0,sore throat comingand recording start new citipointe ep album argghhh prayer needed
0,awake 1245am mum turned internet watch live chat ccrying sad
0,jealous
0,oh sorry pet
0,heh complex iphone jealousy selfdenial harmful let
0,packed away go life right cardboard box
2,dont ya know people love human society
0,tired
2,im sure youre sleeping youll tell favorite tomorrow laughed pretty time
2,thanks new follower
2,sitting mels house finished eating mcdicks laughing dumb stuff said tonight ready bed think
2,havent chance watch yetgoing hold thanks tip
2,sooooo happy finally kean cipriano replied chat message hope he fake
0,going die study overload weekend homework paying work interrupt im screwed
0,tomorrow miss
2,happy mother day mum si mum jess ahah
2,_leslie love video inspiration mr leslie wait new album rocking debut
2,love song thats song mewell think
2,book savesummer 2009 amazones village suitescretegreece best place
0,sitting home bored
2,love mandy moore angela
2,surrounded student house having barbecue playing music hardly conducive good jobapplying frame mind
2,forth ha yes today birthday star war day arent lucky star war fan
2,thanks im holding mini laser light thingy lol u
2,_butler thinkhope age limit year bgt
0,miss going ek summer christmas vaca
2,happy bday lina haha birthdaypresent comment new video
0,im starting brinn guess laptop use messenger hate
0,pancake end soggy
0,lot confusion ive work place
2,woot freaking hoo tho mad world isnt itunes 100 chart
2,good weekend
2,figure start raining freed work
0,u think fair k den guess m wrng feel fair
2,monday arent bad sunny fb
2,lovely completely flattened injury go weekend
2,writing mother day card mom gran hurray
0,cafe management end month number arty little head hurt finding discrepencies
0,sad gmail chat died help
2,_aureole oh gosh cute
2,swimming party brother tonight awesome time sissy cold water loved today
0,hmm 25 decemberists raleigh work night 95 cheap seat bolshoi probably
2,enjoying weather work shift
0,hi everybody sorry long listening iwas busy
0,sad school gon na miss friend teacher
2,id love im way india
2,happiest place earth jadore
0,oh dear im followed claim help stay young end nigh
0,agree missed lot away busy like new place
2,happy mother day god mother step mother
2,watching pianist dad great movie
0,ah man thats suck happened thats prompting reinstall
0,english essay rjwtf long time ago assigned thursday
0,obama night covered voted apology fox table
2,love new hairdo haha live ny yeah hott
0,40 trumpet book caught rain 80 trumpet book oh dear ny
0,im book read movie watch n stuff buyim bored
2,got watt chingo bling chile thang bgeezy need u
0,happened who jerk
2,thanks got hold knew stuffat
2,wow love thanks
0,omg im bad mood 2day wats ppl doin2nite
2,picked copy printed brochure bwrc excited
2,sleepy time room finally clean
0,bored cleanin house
2,wow teacher called skunk cuz hair
0,sitting friday night bored
0,regrettin decision
2,passed wrecked car hoping got ok finally picking speed bmpre
0,hurt foot gym class
0,hug sorry feeling sad e
0,soo sick wade mood swing uhh hate he ahhhh
2,oh good thing viral
2,listing music putting finishing touch mother day present cool didnt cost thing
2,grey anatomy fuckn awesome atm
0,dont stop believing remix sure sacrilege
0,start 6 throw traffic crazy
2,embark large tour bar project hopefully wont die alcohol poisoning
2,thank comment
2,thankyou
0,im awake sleep bc im feeling sick yuck
2,agree spongebob better
0,excited blowing candle today kid
2,free unlimited ringtones usa awesome 4 iphone
0,bored camera
2,_emo_zac good morning france zaccie
2,thanks kelly sweet
2,happy birthday month day deserve month
2,thanks alot hope help spread word people involved making real difference
2,ahahahaha love twilight dont liee know love robert pattinson
0,home im lonely
2,im good morningbrunchish took exam think good
0,lol bother im messing metabolism drinking lot water pretending different food mmmm grape
0,rip little bird flew window snapping neck
2,gnight twitterverse twitter luv
2,totally rock onnnn
2,aw thank suppose good thing mean tweeting
0,u girl twisted time
2,yay think animal hard
0,haha balcony seat great there giant dragon thing glowing red eye move wing
2,dont mindas long im superman there good musicall sweet
0,im sorry little disturbance sapinsidetrack palo alto went debugging session line unmuted
0,bah h8 waking
2,hi jenna hope thinking wishing best lot love new york
2,ooh storm thats welcome news happy mother day
2,wow safe trip home begging come bloomington soon
0,q studio created open season google look dvd downstairs feeling lazy
0,got hair cut great stupid gum
0,wating hair cut prom suck people screaming instead talking probably going wating hour
2,love mommy happy mother day
2,despite rain having fantastic day
2,waiting video rendered watching episode 11
2,yesterday 1 year anniversary best day yay mcr
0,sad today
2,thanks hun im working hard thanks mama yuhh
0,sheesh crochet bah humbug sleep um suppose someday
0,booi thought list meant good look like ill cf adapter dslr
0,tired work 5pm fb
2,fun banana dessert worth trip austin soon
0,yeah doesnt suck working nano 75 music sad
0,hate feeling listen song completely reminds thing emotional
2,liking window 7 release candidate far liking new video card terabyte harddisk
2,ofcourse start fightin aight party buts cool theyu held im chillin home girl happy mother day
2,happy mother day mama bear
2,awesome look im home
2,scrub finale beautiful perfect believe theyre gon na season
2,goin 2 eat smack 4 breakfast getting started day catch ya flipside wish cud mobiledang bahrain
2,like success
0,hate history coursework sooo
0,say miss cousin badly
0,oh nice
0,dude didnt bye
2,happy mother day going cook thank goodness there tablespotting
0,gloomy outside making sad miss sun happiness
2,thanks twittering newbie friend like invite help girl
0,missing bham
2,wednesday mom making huge special dinner whatnot celebrate new single ya knoww
0,sick fighting look like burlesque
2,awwthanks he best husband im lucky hope youre having wonderful saturday evening
2,hey lady coming canada fall id love concert time itll 1st time
2,nice clean
0,time bed tired catch couple day land recover flying denmark
2,think like twiterfon better tweetie recent upgrade twiterfon great tweetie
0,ima smudge start calling people given malicious action pulled night
2,yes love manchester orchestraand sigur ross band ive heard ill listen thanks
2,stopped today s wish luck overload
0,wasnt good day
2,_leann make feel better im studying sat night wo blackberry
2,yay finally sale gallery help artist
2,hey honey bunny big bunny hug
0,iya nyokap gue pernah berkata demikian hard share
2,im sure walking barnes noble comfort o im work
2,blah blah blah kidding dude ive offer stem cell haha
0,head hurt
0,unlucky day wasnt hope wednesday right x
2,happy mother day wonderful woman great relaxful day
0,aww feel bad lil look like know whats coming
2,jonas brother 3d movie funny hahah
2,good night im sleeep 5 good mornining xd
0,want come picture
2,wishing work soon 3
0,cry movie started like 15mins ago
2,13 hour til im plane ahhh yay
0,ok interested special popcorn stale waste im going homeless person
0,sad best friend selfish heartless exclude life completelyim sad
0,twitter hacked
0,ready tom got ta sure he stupid ill tweet later
0,oh sick im feeling kinda sick im hating overcast weather
2,soon
0,square b sad wasnt shes square crocheted bee poly fibe
2,thanks let know print gallery like work detail
2,lushh wernt managed lol aww amazing
0,sniff feel left grin
0,tokyo manwe miss
0,money problem bad day
